"","danceability","energy","loudness","tempo","valence"
"8087",0.824,0.978,-9.244,127.997,0.78
"8088",0.671,0.373,-18.064,92.717,0.732
"8089",0.606,0.864,-7.504,103.834,0.579
"8090",0.738,0.937,-7.788,131.994,0.614
"8091",0.667,0.753,-3.035,124.979,0.699
"8092",0.722,0.901,-3.66,143.401,0.963
"8093",0.61,0.926,-4.843,172.638,0.861
"8094",0.851,0.849,-3.383,120.014,0.844
"8095",0.612,0.738,-6.648,81.327,0.883
"8096",0.862,0.663,-9.004,85.308,0.837
"8097",0.768,0.864,-6.145,110.008,0.891
"8098",0.8,0.894,-7.346,138.48,0.967
"8099",0.617,0.84,-4.063,94.676,0.57
"8100",0.774,0.847,-3.925,143.011,0.923
"8101",0.714,0.905,-2.663,125.927,0.838
"8102",0.978,0.787,-2.79,116.006,0.597
"8103",0.561,0.555,-9.734,134.369,0.497
"8104",0.936,0.76,-7.873,128.479,0.657
"8105",0.439,0.891,-4.764,148.599,0.695
"8106",0.499,0.824,-4.741,161.977,0.699
"8107",0.618,0.896,-5.357,113.961,0.711
"8108",0.861,0.597,-7.221,107.016,0.694
"8109",0.395,0.535,-9.105,103.783,0.356
"8110",0.56,0.825,-3.794,94.931,0.339
"8111",0.484,0.841,-5.438,92.124,0.304
"8112",0.497,0.852,-5.517,138.8,0.713
"8113",0.714,0.953,-8.354,121.653,0.882
"8114",0.867,0.517,-13.222,133.148,0.866
"8115",0.695,0.976,-6.982,113.357,0.937
"8116",0.543,0.912,-10.71,103.731,0.836
"8117",0.607,0.878,-4.422,119.955,0.853
"8118",0.736,0.838,-6.932,121.242,0.79
"8119",0.699,0.76,-3.173,129.996,0.696
"8120",0.647,0.964,-4.225,126.942,0.875
"8121",0.291,0.79,-5.683,155.667,0.513
"8122",0.925,0.748,-5.572,92.978,0.615
"8123",0.52,0.887,-3.296,122.528,0.793
"8124",0.546,0.254,-10.545,63.978,0.59
"8125",0.555,0.825,-3.779,175.61,0.75
"8126",0.49,0.927,-3.826,201.83,0.495
"8127",0.425,0.954,-3.756,178.043,0.933
"8128",0.621,0.876,-7.785,142.023,0.569
"8129",0.577,0.82,-5.491,141.61,0.753
"8130",0.251,0.954,-2.879,191.059,0.264
"8131",0.693,0.937,-6.298,104.844,0.662
"8132",0.413,0.829,-11.111,191.477,0.677
"8133",0.527,0.834,-5.531,110.065,0.422
"8134",0.64,0.602,-7.902,111.87,0.951
"8135",0.877,0.534,-6.18,108.171,0.89
"8136",0.725,0.838,-9.063,131.478,0.746
"8137",0.711,0.967,-5.204,145.024,0.892
"8138",0.746,0.79,-4.7,107.231,0.891
"8139",0.835,0.707,-5.074,93.955,0.919
"8140",0.615,0.633,-5.113,89.662,0.622
"8141",0.511,0.574,-7.016,119.917,0.161
"8142",0.652,0.917,-6.72,132.975,0.459
"8143",0.756,0.691,-3.718,104.999,0.632
"8144",0.383,0.662,-5.162,121.154,0.138
"8145",0.42,0.672,-7.902,168.019,0.476
"8146",0.62,0.778,-11.061,176.667,0.912
"8147",0.586,0.7,-9.558,147.245,0.897
"8148",0.4,0.805,-7.305,158.459,0.324
"8149",0.69,0.805,-11.522,127.808,0.799
"8150",0.886,0.474,-8.045,150.068,0.825
"8151",0.678,0.847,-5.825,122.287,0.601
"8152",0.568,0.761,-3.987,163.974,0.789
"8153",0.754,0.449,-14.013,82.751,0.973
"8154",0.695,0.869,-3.844,112.949,0.32
"8155",0.838,0.706,-7.626,118.017,0.776
"8156",0.624,0.847,-5.462,125.997,0.179
"8157",0.725,0.834,-3.913,120.026,0.859
"8158",0.59,0.678,-5.48,126.061,0.4
"8159",0.627,0.847,-5.303,126.017,0.611
"8160",0.678,0.795,-6.309,118.006,0.648
"8161",0.688,0.688,-5.84,114.011,0.451
"8162",0.603,0.739,-5.783,128.029,0.21
"8163",0.531,0.863,-4.082,120.055,0.584
"8164",0.56,0.727,-6.602,127.97,0.346
"8165",0.439,0.944,-1.864,122.739,0.278
"8166",0.633,0.776,-6.763,131.951,0.311
"8167",0.75,0.651,-4.655,120.055,0.928
"8168",0.527,0.835,-5.298,125.983,0.654
"8169",0.71,0.893,-5.904,122.018,0.458
"8170",0.709,0.904,-3.916,125.947,0.668
"8171",0.685,0.92,-5.875,123.011,0.625
"8172",0.53,0.81,-3.726,90.03,0.255
"8173",0.628,0.908,-3.622,122.024,0.882
"8174",0.623,0.89,-3.832,127.978,0.665
"8175",0.667,0.948,-4.149,125.973,0.323
"8176",0.6,0.871,-4.527,113.967,0.511
"8177",0.679,0.843,-7.378,125.03,0.827
"8178",0.749,0.907,-3.168,124.958,0.68
"8179",0.724,0.901,-4.383,120.016,0.695
"8180",0.696,0.798,-5.011,124.023,0.388
"8181",0.783,0.537,-2.921,113.977,0.392
"8182",0.688,0.838,-3.25,126.069,0.359
"8183",0.599,0.858,-6.098,128.008,0.226
"8184",0.615,0.827,-4.796,126.012,0.0695
"8185",0.729,0.899,-4.757,121.97,0.623
"8186",0.626,0.748,-5.899,121.067,0.223
"8187",0.791,0.793,-7.546,123.97,0.895
"8188",0.779,0.891,-4.754,122.995,0.783
"8189",0.496,0.966,-3.568,126.017,0.0615
"8190",0.552,0.821,-4.241,126.954,0.401
"8191",0.578,0.861,-4.591,125.062,0.156
"8192",0.53,0.789,-5.546,110.086,0.0654
"8193",0.629,0.909,-2.582,121.943,0.321
"8194",0.49,0.864,-4.165,128.047,0.0579
"8195",0.657,0.92,-4.323,126.008,0.355
"8196",0.937,0.459,-8.234,114.997,0.751
"8197",0.477,0.916,-4.94,127.988,0.112
"8198",0.559,0.759,-5.866,128.001,0.145
"8199",0.74,0.817,-4.35,118.029,0.47
"8200",0.601,0.901,-3.731,122.098,0.315
"8201",0.634,0.482,-8.398,127.928,0.238
"8202",0.735,0.747,-4.959,123.025,0.555
"8203",0.671,0.763,-6.078,120.013,0.304
"8204",0.45,0.872,-5.312,175.025,0.2
"8205",0.617,0.81,-6.513,97.389,0.65
"8206",0.736,0.871,-2.786,122.395,0.967
"8207",0.692,0.633,-7.733,126.812,0.965
"8208",0.592,0.512,-6.27,104.826,0.565
"8209",0.805,0.558,-5.226,114.95,0.965
"8210",0.669,0.616,-10.776,130.037,0.818
"8211",0.491,0.583,-10.964,150.572,0.907
"8212",0.385,0.657,-6.975,124.895,0.672
"8213",0.646,0.784,-6.137,108.84,0.819
"8214",0.66,0.512,-7.183,133.607,0.852
"8215",0.557,0.54,-10.484,129.171,0.394
"8216",0.674,0.584,-8.204,98.293,0.96
"8217",0.691,0.507,-10.23,128.518,0.885
"8218",0.631,0.69,-6.676,94.574,0.938
"8219",0.682,0.605,-10.771,125.96,0.914
"8220",0.662,0.689,-6.227,126.624,0.947
"8221",0.511,0.769,-7.032,129.657,0.818
"8222",0.479,0.67,-10.476,92.1,0.926
"8223",0.582,0.636,-9.266,135.769,0.715
"8224",0.552,0.742,-7.963,138.591,0.751
"8225",0.703,0.478,-8.062,117.562,0.734
"8226",0.525,0.131,-15.937,63.071,0.616
"8227",0.486,0.312,-13.522,205.917,0.598
"8228",0.503,0.772,-6.205,79.462,0.935
"8229",0.779,0.796,-3.526,120.989,0.963
"8230",0.681,0.64,-10.364,117.884,0.966
"8231",0.584,0.367,-9.638,120.175,0.588
"8232",0.606,0.457,-14.035,92.033,0.813
"8233",0.589,0.558,-6.908,133.271,0.466
"8234",0.71,0.815,-7.765,93.603,0.955
"8235",0.601,0.636,-7.447,130.594,0.864
"8236",0.729,0.637,-7.732,126.489,0.856
"8237",0.493,0.688,-8.143,147.403,0.533
"8238",0.813,0.619,-8.203,114.58,0.774
"8239",0.526,0.774,-1.692,131.715,0.715
"8240",0.735,0.52,-6.18,118.441,0.688
"8241",0.661,0.557,-8.244,125.445,0.957
"8242",0.735,0.257,-10.748,135.48,0.513
"8243",0.614,0.694,-4.743,137.088,0.8
"8244",0.592,0.834,-11.565,130.967,0.809
"8245",0.78,0.437,-10.277,131.225,0.82
"8246",0.624,0.61,-9.186,82.65,0.759
"8247",0.439,0.458,-9.906,174.147,0.866
"8248",0.44,0.682,-7.416,135.917,0.626
"8249",0.679,0.791,-8.49,135.862,0.978
"8250",0.547,0.722,-6.593,112.424,0.654
"8251",0.251,0.868,-2.685,177.13,0.599
"8252",0.51,0.488,-10.304,125.683,0.649
"8253",0.592,0.458,-8.2,133.551,0.723
"8254",0.618,0.626,-8.294,119.677,0.703
"8255",0.661,0.585,-11.255,129.98,0.606
"8256",0.388,0.595,-9.799,190.043,0.596
"8257",0.48,0.79,-7.775,111.025,0.446
"8258",0.512,0.948,-7.923,88.556,0.607
"8259",0.637,0.864,-4.381,99.995,0.706
"8260",0.66,0.618,-8.136,108.942,0.302
"8261",0.431,0.823,-5.592,176.536,0.624
"8262",0.662,0.947,-6.409,110.006,0.31
"8263",0.389,0.431,-8.061,142.14,0.275
"8264",0.618,0.749,-5.093,111.986,0.548
"8265",0.388,0.59,-7.173,155.208,0.747
"8266",0.651,0.621,-7.271,77.578,0.914
"8267",0.536,0.775,-6.765,151.393,0.485
"8268",0.572,0.409,-11.384,129.983,0.351
"8269",0.959,0.424,-9.5,108.997,0.852
"8270",0.564,0.354,-10.85,98.075,0.423
"8271",0.396,0.677,-7.513,135.177,0.249
"8272",0.428,0.724,-7.264,146.917,0.184
"8273",0.616,0.754,-7.312,117.924,0.376
"8274",0.576,0.609,-5.921,86.703,0.737
"8275",0.499,0.94,-2.741,112.02,0.477
"8276",0.547,0.848,-5.622,128.987,0.393
"8277",0.574,0.667,-5.425,88.299,0.546
"8278",0.443,0.533,-5.956,183.791,0.596
"8279",0.558,0.47,-5.5,118.06,0.427
"8280",0.625,0.736,-8.658,105.529,0.909
"8281",0.359,0.648,-7.06,111.733,0.133
"8282",0.484,0.869,-3.778,125.63,0.757
"8283",0.46,0.825,-5.203,100.137,0.443
"8284",0.538,0.417,-9.176,115.422,0.252
"8285",0.694,0.595,-6.496,109.948,0.136
"8286",0.651,0.716,-6.516,101.05,0.722
"8287",0.486,0.638,-6.231,144.458,0.178
"8288",0.421,0.698,-9.784,122.624,0.447
"8289",0.57,0.858,-4.732,107.985,0.451
"8290",0.728,0.673,-5.766,127.995,0.489
"8291",0.517,0.686,-6.401,126.524,0.238
"8292",0.522,0.746,-6.999,102.093,0.404
"8293",0.489,0.649,-6.041,114.869,0.734
"8294",0.787,0.704,-6.46,121.009,0.504
"8295",0.604,0.841,-5.145,138.976,0.578
"8296",0.749,0.699,-7.193,123.965,0.641
"8297",0.655,0.686,-5.701,112.974,0.544
"8298",0.716,0.887,-7.738,117.021,0.78
"8299",0.761,0.542,-5.256,81.975,0.87
"8300",0.703,0.549,-9.731,99.985,0.385
"8301",0.519,0.494,-5.399,99.909,0.243
"8302",0.383,0.489,-8.334,131.377,0.387
"8303",0.602,0.771,-4.494,125.024,0.41
"8304",0.492,0.7,-7.001,110.741,0.605
"8305",0.696,0.77,-5.774,128.053,0.494
"8306",0.694,0.872,-3.799,113.978,0.962
"8307",0.735,0.797,-5.27,102.964,0.852
"8308",0.648,0.564,-10.269,92.958,0.377
"8309",0.519,0.515,-9.448,80.329,0.714
"8310",0.521,0.22,-10.202,104.03,0.135
"8311",0.593,0.926,-5.361,100.011,0.945
"8312",0.618,0.916,-4.685,123.969,0.717
"8313",0.664,0.573,-6.519,76.023,0.566
"8314",0.484,0.731,-6.694,101.654,0.51
"8315",0.764,0.541,-7.496,172.124,0.5
"8316",0.538,0.626,-10.333,120.971,0.337
"8317",0.766,0.695,-5.564,90.805,0.766
"8318",0.52,0.883,-6.224,96.499,0.694
"8319",0.229,0.871,-4.558,86.965,0.395
"8320",0.705,0.504,-11.33,133.077,0.177
"8321",0.511,0.813,-6.78,121.801,0.826
"8322",0.87,0.572,-7.667,119.98,0.854
"8323",0.508,0.596,-9.034,79.36,0.4
"8324",0.56,0.936,-5.835,112.96,0.371
"8325",0.555,0.727,-4.202,82.142,0.739
"8326",0.616,0.656,-7.298,150.071,0.286
"8327",0.562,0.84,-5.621,154.612,0.609
"8328",0.685,0.466,-9.074,79.936,0.353
"8329",0.651,0.675,-7.111,101.041,0.146
"8330",0.589,0.852,-4.839,153.048,0.942
"8331",0.433,0.863,-4.452,82.998,0.54
"8332",0.559,0.754,-4.877,104.995,0.592
"8333",0.348,0.479,-10.075,97.871,0.173
"8334",0.441,0.283,-9.092,79.664,0.225
"8335",0.763,0.387,-8.643,109.957,0.273
"8336",0.629,0.586,-8.562,102.995,0.526
"8337",0.402,0.476,-8.823,86.06,0.164
"8338",0.539,0.831,-5.025,169.93,0.476
"8339",0.688,0.834,-5.515,103.989,0.525
"8340",0.744,0.432,-11.173,123.933,0.682
"8341",0.64,0.619,-8.894,115.01,0.563
"8342",0.533,0.604,-8.586,127.015,0.441
"8343",0.619,0.741,-7.186,99.475,0.923
"8344",0.539,0.836,-5.365,135.596,0.759
"8345",0.316,0.828,-5.313,136.899,0.356
"8346",0.484,0.528,-6.951,109.361,0.408
"8347",0.546,0.411,-9.308,79.785,0.528
"8348",0.719,0.665,-8.589,96.999,0.763
"8349",0.425,0.789,-7.349,207.875,0.744
"8350",0.557,0.407,-11.361,180.919,0.793
"8351",0.8,0.559,-7.11,121.967,0.788
"8352",0.552,0.724,-3.698,80.516,0.774
"8353",0.595,0.723,-8.256,108.043,0.272
"8354",0.557,0.616,-8.938,86.802,0.471
"8355",0.636,0.63,-6.396,104.845,0.454
"8356",0.734,0.765,-5.562,109.989,0.518
"8357",0.575,0.571,-7.906,105.049,0.449
"8358",0.659,0.617,-5.862,119.858,0.187
"8359",0.697,0.683,-2.881,96.133,0.603
"8360",0.703,0.748,-6.047,111.943,0.625
"8361",0.652,0.897,-4.481,114.033,0.475
"8362",0.678,0.729,-4.188,99.895,0.643
"8363",0.73,0.934,-3.995,122.018,0.758
"8364",0.719,0.704,-4.724,133.002,0.628
"8365",0.503,0.741,-5.128,88.335,0.458
"8366",0.675,0.849,-3.841,100.111,0.681
"8367",0.745,0.719,-4.291,99.962,0.611
"8368",0.743,0.529,-6.187,102.048,0.438
"8369",0.781,0.768,-5.991,123.07,0.486
"8370",0.694,0.852,-5.34,107.178,0.377
"8371",0.598,0.891,-3.458,202.039,0.942
"8372",0.647,0.853,-4.516,103.846,0.618
"8373",0.631,0.624,-5.504,179.925,0.392
"8374",0.589,0.783,-6.069,127.92,0.622
"8375",0.552,0.76,-4.706,135.702,0.639
"8376",0.638,0.717,-4.722,100.027,0.249
"8377",0.876,0.649,-4.369,95.034,0.742
"8378",0.707,0.674,-5.578,95.02,0.928
"8379",0.652,0.855,-4.832,134.009,0.279
"8380",0.651,0.617,-6.077,121.977,0.591
"8381",0.604,0.732,-3.966,119.945,0.619
"8382",0.608,0.755,-4.197,128.038,0.663
"8383",0.754,0.846,-4.901,103.963,0.649
"8384",0.523,0.823,-5.597,131.888,0.501
"8385",0.657,0.83,-4.918,90.028,0.218
"8386",0.504,0.821,-3.356,155.131,0.458
"8387",0.776,0.809,-5.726,100.071,0.582
"8388",0.758,0.779,-3.531,106.966,0.78
"8389",0.827,0.658,-3.846,115.016,0.523
"8390",0.6,0.535,-7.043,71.912,0.269
"8391",0.522,0.833,-3.715,180.009,0.296
"8392",0.728,0.756,-6.167,126.02,0.292
"8393",0.838,0.724,-3.025,112.992,0.385
"8394",0.836,0.544,-5.975,97.028,0.51
"8395",0.68,0.541,-5.909,97.005,0.447
"8396",0.662,0.772,-5.131,103.268,0.414
"8397",0.662,0.934,-4.508,119.953,0.404
"8398",0.643,0.783,-6.458,154.084,0.579
"8399",0.669,0.656,-7.1,102.062,0.592
"8400",0.672,0.82,-5.473,100.069,0.463
"8401",0.628,0.797,-3.953,106.93,0.321
"8402",0.752,0.764,-4.399,121.958,0.582
"8403",0.604,0.486,-7.933,149.867,0.593
"8404",0.677,0.497,-5.763,99.137,0.419
"8405",0.56,0.885,-5.631,102.003,0.312
"8406",0.368,0.869,-5.534,172.202,0.403
"8407",0.555,0.95,-3.948,96.508,0.385
"8408",0.448,0.826,-3.244,77.093,0.19
"8409",0.649,0.896,-2.704,90.009,0.924
"8410",0.354,0.943,-3.633,94.416,0.367
"8411",0.526,0.903,-4.59,144.017,0.45
"8412",0.533,0.976,-2.501,118.915,0.298
"8413",0.522,0.944,-5.731,124.029,0.236
"8414",0.528,0.976,-2.188,100.082,0.511
"8415",0.468,0.851,-3.617,92.079,0.293
"8416",0.568,0.907,-4.641,112.037,0.337
"8417",0.223,0.891,-4.918,170.6,0.558
"8418",0.354,0.942,-3.245,119.992,0.242
"8419",0.609,0.937,-2.912,95.961,0.493
"8420",0.39,0.91,-3.268,162.253,0.644
"8421",0.563,0.86,-7.533,97.867,0.517
"8422",0.546,0.815,-6.621,93.512,0.728
"8423",0.501,0.905,-5.721,123.277,0.584
"8424",0.495,0.949,-4.797,95.959,0.501
"8425",0.485,0.983,-3.948,73.994,0.704
"8426",0.42,0.9,-7.268,135.918,0.459
"8427",0.505,0.848,-5.173,140.055,0.282
"8428",0.277,0.962,-3.408,95.044,0.351
"8429",0.42,0.929,-3.899,127.204,0.3
"8430",0.551,0.914,-4.147,129.803,0.419
"8431",0.633,0.777,-4.995,130.027,0.299
"8432",0.511,0.937,-5.116,163.141,0.484
"8433",0.597,0.939,-3.001,98,0.422
"8434",0.433,0.973,-4.82,171.955,0.298
"8435",0.528,0.861,-4.309,95.02,0.591
"8436",0.13,0.991,-3.126,185.364,0.505
"8437",0.3,0.961,-3.154,91.676,0.186
"8438",0.468,0.863,-7.037,140.267,0.377
"8439",0.414,0.946,-2.176,168.987,0.699
"8440",0.234,0.927,-5.869,131.003,0.278
"8441",0.391,0.93,-4.16,179.99,0.502
"8442",0.374,0.903,-4.49,109.118,0.429
"8443",0.492,0.969,-4.419,95.136,0.538
"8444",0.581,0.887,-3.659,90.578,0.724
"8445",0.406,0.738,-4.64,150.886,0.31
"8446",0.507,0.99,-3.517,135.053,0.28
"8447",0.468,0.977,-4.198,134.996,0.493
"8448",0.636,0.692,-6.14,107.986,0.371
"8449",0.412,0.919,-7.291,166.367,0.572
"8450",0.461,0.892,-4.807,137.35,0.35
"8451",0.577,0.719,-5.575,175.979,0.615
"8452",0.353,0.898,-5.877,103.293,0.525
"8453",0.285,0.914,-2.977,84.682,0.354
"8454",0.342,0.87,-6.304,163.116,0.304
"8455",0.58,0.737,-4.795,92,0.506
"8456",0.49,0.972,-4.518,95.012,0.376
"8457",0.509,0.843,-3.318,140.055,0.332
"8458",0.502,0.879,-5.499,134.967,0.608
"8459",0.65,0.886,-4.821,124.013,0.88
"8460",0.458,0.988,-4.687,161.952,0.296
"8461",0.404,0.982,-1.962,155.049,0.397
"8462",0.157,0.987,-3.739,167.949,0.462
"8463",0.492,0.896,-5.819,184.981,0.534
"8464",0.511,0.917,-4.654,125.001,0.177
"8465",0.466,0.963,-2.966,99.989,0.32
"8466",0.599,0.957,-5.764,103.68,0.489
"8467",0.413,0.873,-4.151,116.681,0.481
"8468",0.465,0.946,-4.205,133.802,0.338
"8469",0.479,0.937,-5.453,157.044,0.458
"8470",0.29,0.928,-2.402,184.052,0.588
"8471",0.566,0.951,-3.591,128.304,0.345
"8472",0.358,0.981,-4.572,165.027,0.262
"8473",0.386,0.931,-5.874,77.119,0.339
"8474",0.302,0.819,-11.364,102.048,0.309
"8475",0.543,0.964,-4.179,154.971,0.676
"8476",0.529,0.848,-5.187,134.98,0.694
"8477",0.498,0.83,-5.157,89.342,0.453
"8478",0.515,0.857,-4.582,92.028,0.669
"8479",0.394,0.942,-4.192,182.095,0.488
"8480",0.311,0.664,-4.915,115.979,0.103
"8481",0.659,0.577,-8.114,98.148,0.946
"8482",0.557,0.54,-10.484,129.171,0.394
"8483",0.749,0.484,-9.944,167.084,0.939
"8484",0.5,0.681,-9.556,119.46,0.745
"8485",0.597,0.643,-6.303,167.963,0.823
"8486",0.677,0.693,-7.561,130.013,0.755
"8487",0.478,0.678,-7.032,151.466,0.892
"8488",0.672,0.738,-7.045,107.938,0.392
"8489",0.631,0.69,-6.676,94.574,0.938
"8490",0.596,0.869,-11.97,109.902,0.944
"8491",0.727,0.588,-9.568,104.413,0.964
"8492",0.542,0.589,-6.623,111.665,0.137
"8493",0.671,0.373,-18.064,92.717,0.732
"8494",0.648,0.751,-8.582,100.437,0.863
"8495",0.739,0.511,-7.844,96.038,0.542
"8496",0.601,0.643,-5.828,128.262,0.552
"8497",0.731,0.804,-7.621,107.383,0.957
"8498",0.639,0.923,-5.708,97.874,0.761
"8499",0.685,0.623,-11.146,126.739,0.896
"8500",0.883,0.464,-11.251,111.548,0.925
"8501",0.667,0.705,-7.657,113.808,0.506
"8502",0.466,0.615,-9.102,108.016,0.812
"8503",0.617,0.81,-6.513,97.389,0.65
"8504",0.646,0.784,-6.137,108.84,0.819
"8505",0.675,0.899,-6.124,103.683,0.91
"8506",0.686,0.457,-8.322,150.953,0.718
"8507",0.686,0.714,-4.809,126.736,0.964
"8508",0.579,0.419,-10.72,104.564,0.673
"8509",0.681,0.163,-22.597,69.284,0.771
"8510",0.559,0.855,-5.077,156.311,0.605
"8511",0.538,0.127,-16.057,62.829,0.527
"8512",0.542,0.915,-9.637,159.81,0.92
"8513",0.586,0.941,-5.139,135.448,0.831
"8514",0.606,0.457,-14.035,92.033,0.813
"8515",0.539,0.884,-6.53,100.812,0.752
"8516",0.853,0.681,-5.003,115.004,0.93
"8517",0.731,0.861,-5.881,104.034,0.78
"8518",0.688,0.706,-7.925,131.705,0.842
"8519",0.776,0.763,-8.124,128.433,0.82
"8520",0.581,0.817,-6.542,141.607,0.779
"8521",0.705,0.743,-6.631,118.552,0.374
"8522",0.626,0.816,-10.593,105.33,0.798
"8523",0.787,0.541,-10.437,124.194,0.962
"8524",0.715,0.97,-2.206,79.504,0.963
"8525",0.573,0.913,-4.793,115.715,0.422
"8526",0.543,0.912,-10.71,103.731,0.836
"8527",0.491,0.802,-7.106,119.25,0.472
"8528",0.606,0.8,-9.624,113.864,0.85
"8529",0.573,0.902,-7.638,84.412,0.876
"8530",0.691,0.507,-10.23,128.518,0.885
"8531",0.482,0.849,-9.198,124.631,0.937
"8532",0.357,0.756,-8.492,174.797,0.95
"8533",0.529,0.768,-5.51,127.316,0.769
"8534",0.756,0.855,-3.529,99.02,0.811
"8535",0.742,0.844,-6.441,113.371,0.85
"8536",0.508,0.834,-6.205,139.131,0.774
"8537",0.388,0.338,-10.054,177.784,0.477
"8538",0.736,0.871,-2.786,122.395,0.967
"8539",0.653,0.677,-12.244,114.37,0.888
"8540",0.638,0.928,-4.078,122.428,0.966
"8541",0.813,0.619,-8.203,114.58,0.774
"8542",0.641,0.922,-4.457,146.078,0.847
"8543",0.602,0.522,-9.031,136.637,0.36
"8544",0.774,0.75,-4.927,118.015,0.925
"8545",0.666,0.668,-7.961,132.666,0.765
"8546",0.537,0.84,-4.626,124.269,0.211
"8547",0.693,0.565,-12.583,97.937,0.692
"8548",0.857,0.468,-8.53,89.119,0.843
"8549",0.791,0.734,-5.464,105.854,0.962
"8550",0.71,0.815,-7.765,93.603,0.955
"8551",0.584,0.367,-9.638,120.175,0.588
"8552",0.583,0.79,-4.885,103.286,0.714
"8553",0.675,0.849,-9.68,104.765,0.965
"8554",0.429,0.543,-9.139,122.619,0.693
"8555",0.741,0.894,-3.826,114.869,0.96
"8556",0.467,0.958,-4.808,145.92,0.701
"8557",0.866,0.347,-9.553,110.063,0.616
"8558",0.747,0.904,-2.623,118.877,0.846
"8559",0.519,0.934,-7.137,138.162,0.586
"8560",0.59,0.828,-6.28,111.353,0.636
"8561",0.518,0.761,-7.025,118.738,0.576
"8562",0.519,0.772,-6.784,79.618,0.961
"8563",0.56,0.936,-5.835,112.96,0.371
"8564",0.561,0.555,-9.734,134.369,0.497
"8565",0.677,0.89,-4.448,97.012,0.764
"8566",0.751,0.708,-5.645,108.97,0.509
"8567",0.807,0.487,-10.456,148.491,0.651
"8568",0.739,0.766,-6.023,106.6,0.862
"8569",0.424,0.446,-9.618,165.158,0.794
"8570",0.612,0.738,-6.648,81.327,0.883
"8571",0.744,0.612,-6.386,114.991,0.961
"8572",0.586,0.7,-9.558,147.245,0.897
"8573",0.773,0.706,-9.042,92.462,0.966
"8574",0.598,0.646,-9.769,133.287,0.929
"8575",0.403,0.495,-6.888,132.91,0.38
"8576",0.71,0.799,-4.897,120.372,0.725
"8577",0.786,0.648,-8.317,102.399,0.652
"8578",0.494,0.722,-8.373,117.312,0.156
"8579",0.795,0.706,-7.494,95.593,0.623
"8580",0.799,0.878,-7.109,104.284,0.816
"8581",0.618,0.861,-4.669,162.147,0.881
"8582",0.454,0.708,-4.526,192.18,0.483
"8583",0.33,0.936,-3.66,148.112,0.234
"8584",0.638,0.832,-5.039,124.071,0.648
"8585",0.453,0.942,-4.256,143.85,0.457
"8586",0.835,0.669,-5.582,122.668,0.542
"8587",0.657,0.291,-10.572,103.973,0.298
"8588",0.774,0.75,-4.927,118.015,0.925
"8589",0.822,0.753,-4.499,118.982,0.709
"8590",0.706,0.713,-5.512,102.037,0.544
"8591",0.663,0.693,-4.505,66.002,0.71
"8592",0.739,0.511,-7.844,96.038,0.542
"8593",0.714,0.725,-6.411,99.988,0.59
"8594",0.778,0.824,-5.892,100.024,0.756
"8595",0.638,0.699,-5.54,92.939,0.66
"8596",0.656,0.841,-5.183,65.024,0.522
"8597",0.699,0.76,-3.173,129.996,0.696
"8598",0.562,0.967,-3.467,82.388,0.869
"8599",0.583,0.829,-4.603,174.028,0.575
"8600",0.918,0.918,-2.218,110.024,0.882
"8601",0.662,0.908,-4.764,149.941,0.967
"8602",0.49,0.725,-3.304,123.28,0.335
"8603",0.852,0.616,-4.728,94.758,0.685
"8604",0.846,0.815,-4.512,118.999,0.831
"8605",0.894,0.791,-4.699,105.018,0.583
"8606",0.459,0.884,-5.005,154.868,0.615
"8607",0.807,0.97,-6.056,114.297,0.876
"8608",0.61,0.926,-4.843,172.638,0.861
"8609",0.789,0.65,-6.16,87.983,0.617
"8610",0.918,0.609,-5.64,128.008,0.304
"8611",0.591,0.649,-6.72,90.002,0.489
"8612",0.707,0.813,-4.515,124.921,0.722
"8613",0.865,0.73,-2.813,90.096,0.808
"8614",0.535,0.886,-3.106,126.012,0.445
"8615",0.426,0.584,-5.293,193.437,0.272
"8616",0.869,0.851,-6.201,130.09,0.395
"8617",0.967,0.583,-5.562,117,0.964
"8618",0.774,0.838,-3.914,143.04,0.924
"8619",0.606,0.887,-4.404,119.974,0.903
"8620",0.697,0.921,-3.75,118.99,0.721
"8621",0.755,0.765,-3.475,119.954,0.737
"8622",0.693,0.709,-5.787,79.237,0.889
"8623",0.879,0.643,-3.709,120.012,0.582
"8624",0.762,0.661,-6.075,130.009,0.769
"8625",0.728,0.974,-2.261,79.526,0.965
"8626",0.487,0.9,-4.417,149.937,0.484
"8627",0.741,0.748,-6.299,127.965,0.6
"8628",0.937,0.738,-5.301,118.994,0.911
"8629",0.905,0.596,-7.496,149.996,0.422
"8630",0.804,0.456,-7.44,130.014,0.165
"8631",0.768,0.807,-5.508,112.001,0.575
"8632",0.927,0.665,-5.313,127.076,0.175
"8633",0.653,0.409,-11.446,174.324,0.187
"8634",0.772,0.504,-8.219,140.035,0.244
"8635",0.865,0.553,-7.012,139.023,0.443
"8636",0.357,0.661,-7.259,101.038,0.541
"8637",0.512,0.789,-7.617,98.006,0.687
"8638",0.931,0.387,-9.127,125.978,0.376
"8639",0.793,0.645,-6.234,145.945,0.336
"8640",0.737,0.885,-5.547,112.877,0.752
"8641",0.865,0.687,-3.744,139.023,0.486
"8642",0.924,0.543,-7.474,133.907,0.736
"8643",0.711,0.882,-4.276,106.017,0.56
"8644",0.705,0.705,-3.393,170.031,0.445
"8645",0.781,0.57,-5.874,107.059,0.858
